id_ptp,ptp_trunk,id,mean_correct_one_square_away_shuff,mean_correct_one_square_away,mean_correct_exact_shuff,mean_correct_exact
1,5c9a698...,89,0.45,0.65,0.4,0.2
1,5c9a698...,90,0.15,0.65,0.25,0.2
1,5c9a698...,91,0.3,0.65,0.2,0.2
1,5c9a698...,92,0.35,0.65,0.2,0.2
1,5c9a698...,93,0.25,0.65,0.15,0.2
1,5c9a698...,94,0.3,0.65,0.4,0.2
1,5c9a698...,95,0.4,0.65,0.3,0.2
1,5c9a698...,96,0.25,0.65,0.15,0.2
1,5c9a698...,97,0.3,0.65,0.25,0.2
1,5c9a698...,98,0.45,0.65,0.3,0.2
1,5c9a698...,99,0.25,0.65,0.15,0.2
1,5c9a698...,100,0.3,0.65,0.2,0.2
1,5c9a698...,101,0.25,0.65,0.1,0.2
1,5c9a698...,102,0.4,0.65,0.15,0.2
1,5c9a698...,103,0.35,0.65,0.4,0.2
1,5c9a698...,104,0.3,0.65,0.35,0.2
1,5c9a698...,105,0.3,0.65,0.25,0.2
1,5c9a698...,106,0.4,0.65,0.25,0.2
1,5c9a698...,107,0.25,0.65,0.35,0.2
1,5c9a698...,108,0.2,0.65,0.15,0.2
1,5c9a698...,109,0.15,0.65,0.25,0.2
1,5c9a698...,110,0.3,0.65,0.25,0.2
1,5c9a698...,111,0.3,0.65,0.3,0.2
1,5c9a698...,112,0.2,0.65,0.25,0.2
1,5c9a698...,113,0.55,0.65,0.35,0.2
1,5c9a698...,114,0.25,0.65,0.1,0.2
1,5c9a698...,115,0.45,0.65,0.25,0.2
1,5c9a698...,116,0.45,0.65,0.35,0.2
1,5c9a698...,117,0.15,0.65,0.3,0.2
1,5c9a698...,118,0.35,0.65,0.2,0.2
1,5c9a698...,119,0.45,0.65,0.3,0.2
1,5c9a698...,120,0.35,0.65,0.3,0.2
1,5c9a698...,121,0.35,0.65,0.2,0.2
1,5c9a698...,122,0.35,0.65,0.3,0.2
1,5c9a698...,123,0.3,0.65,0.2,0.2
1,5c9a698...,124,0.35,0.65,0.35,0.2
1,5c9a698...,125,0.3,0.65,0.35,0.2
1,5c9a698...,126,0.2,0.65,0.4,0.2
1,5c9a698...,127,0.35,0.65,0.35,0.2
1,5c9a698...,128,0.2,0.65,0.3,0.2
1,5c9a698...,129,0.35,0.65,0.25,0.2
1,5c9a698...,130,0.45,0.65,0.35,0.2
1,5c9a698...,131,0.2,0.65,0.15,0.2
1,5c9a698...,132,0.3,0.65,0.2,0.2
1,5c9a698...,133,0.25,0.65,0.35,0.2
1,5c9a698...,134,0.2,0.65,0.15,0.2
1,5c9a698...,135,0.3,0.65,0.2,0.2
1,5c9a698...,136,0.35,0.65,0.35,0.2
1,5c9a698...,137,0.35,0.65,0.4,0.2
1,5c9a698...,138,0.4,0.65,0.2,0.2
1,5c9a698...,139,0.15,0.65,0.3,0.2
1,5c9a698...,140,0.35,0.65,0.5,0.2
1,5c9a698...,141,0.25,0.65,0.15,0.2
1,5c9a698...,142,0.35,0.65,0.2,0.2
1,5c9a698...,143,0.25,0.65,0.2,0.2
1,5c9a698...,144,0.45,0.65,0.35,0.2
1,5c9a698...,145,0.5,0.65,0.25,0.2
1,5c9a698...,146,0.35,0.65,0.25,0.2
1,5c9a698...,147,0.4,0.65,0.45,0.2
1,5c9a698...,148,0.3,0.65,0.25,0.2
1,5c9a698...,149,0.35,0.65,0.35,0.2
1,5c9a698...,150,0.35,0.65,0.5,0.2
1,5c9a698...,151,0.3,0.65,0.25,0.2
1,5c9a698...,152,0.25,0.65,0.3,0.2
1,5c9a698...,153,0.4,0.65,0.35,0.2
1,5c9a698...,154,0.3,0.65,0.15,0.2
1,5c9a698...,155,0.35,0.65,0.25,0.2
1,5c9a698...,156,0.2,0.65,0.15,0.2
1,5c9a698...,157,0.25,0.65,0.25,0.2
1,5c9a698...,158,0.35,0.65,0.35,0.2
1,5c9a698...,159,0.25,0.65,0.15,0.2
1,5c9a698...,160,0.15,0.65,0.15,0.2
1,5c9a698...,161,0.25,0.65,0.2,0.2
1,5c9a698...,162,0.3,0.65,0.15,0.2
1,5c9a698...,163,0.25,0.65,0.25,0.2
1,5c9a698...,164,0.3,0.65,0.3,0.2
1,5c9a698...,165,0.35,0.65,0.35,0.2
1,5c9a698...,166,0.35,0.65,0.3,0.2
1,5c9a698...,167,0.15,0.65,0.3,0.2
1,5c9a698...,168,0.3,0.65,0.3,0.2
1,5c9a698...,169,0.3,0.65,0.3,0.2
1,5c9a698...,170,0.35,0.65,0.25,0.2
1,5c9a698...,171,0.35,0.65,0.5,0.2
1,5c9a698...,172,0.3,0.65,0.35,0.2
1,5c9a698...,173,0.3,0.65,0.3,0.2
1,5c9a698...,174,0.25,0.65,0.3,0.2
1,5c9a698...,175,0.35,0.65,0.25,0.2
1,5c9a698...,176,0.3,0.65,0.25,0.2
1,5c9a698...,177,0.4,0.65,0.4,0.2
1,5c9a698...,178,0.25,0.65,0.15,0.2
1,5c9a698...,179,0.4,0.65,0.45,0.2
1,5c9a698...,180,0.15,0.65,0.15,0.2
1,5c9a698...,181,0.35,0.65,0.25,0.2
1,5c9a698...,182,0.35,0.65,0.35,0.2
1,5c9a698...,183,0.25,0.65,0.15,0.2
1,5c9a698...,184,0.45,0.65,0.25,0.2
1,5c9a698...,185,0.35,0.65,0.25,0.2
1,5c9a698...,186,0.3,0.65,0.4,0.2
1,5c9a698...,187,0.3,0.65,0.2,0.2
1,5c9a698...,188,0.3,0.65,0.35,0.2
1,5c9a698...,189,0.4,0.65,0.15,0.2
1,5c9a698...,190,0.3,0.65,0.25,0.2
1,5c9a698...,191,0.4,0.65,0.4,0.2
1,5c9a698...,192,0.3,0.65,0.3,0.2
1,5c9a698...,193,0.15,0.65,0.25,0.2
1,5c9a698...,194,0.35,0.65,0.4,0.2
1,5c9a698...,195,0.2,0.65,0.35,0.2
1,5c9a698...,196,0.25,0.65,0.15,0.2
1,5c9a698...,197,0.25,0.65,0.15,0.2
1,5c9a698...,198,0.3,0.65,0.3,0.2
1,5c9a698...,199,0.25,0.65,0.2,0.2
1,5c9a698...,200,0.35,0.65,0.35,0.2
1,5c9a698...,201,0.4,0.65,0.25,0.2
1,5c9a698...,202,0.35,0.65,0.2,0.2
1,5c9a698...,203,0.4,0.65,0.35,0.2
1,5c9a698...,204,0.25,0.65,0.4,0.2
1,5c9a698...,205,0.3,0.65,0.15,0.2
1,5c9a698...,206,0.4,0.65,0.25,0.2
1,5c9a698...,207,0.35,0.65,0.3,0.2
1,5c9a698...,208,0.4,0.65,0.45,0.2
1,5c9a698...,209,0.4,0.65,0.4,0.2
1,5c9a698...,210,0.1,0.65,0.2,0.2
1,5c9a698...,211,0.45,0.65,0.4,0.2
1,5c9a698...,212,0.3,0.65,0.25,0.2
1,5c9a698...,213,0.25,0.65,0.3,0.2
1,5c9a698...,214,0.3,0.65,0.15,0.2
1,5c9a698...,215,0.35,0.65,0.4,0.2
1,5c9a698...,216,0.3,0.65,0.15,0.2
1,5c9a698...,217,0.35,0.65,0.5,0.2
1,5c9a698...,218,0.25,0.65,0.3,0.2
1,5c9a698...,219,0.35,0.65,0.25,0.2
1,5c9a698...,220,0.25,0.65,0.05,0.2
1,5c9a698...,221,0.25,0.65,0.3,0.2
1,5c9a698...,222,0.35,0.65,0.4,0.2
1,5c9a698...,223,0.45,0.65,0.25,0.2
1,5c9a698...,224,0.35,0.65,0.3,0.2
1,5c9a698...,225,0.15,0.65,0.15,0.2
1,5c9a698...,226,0.25,0.65,0.35,0.2
1,5c9a698...,227,0.1,0.65,0.2,0.2
1,5c9a698...,228,0.3,0.65,0.25,0.2
1,5c9a698...,229,0.15,0.65,0.15,0.2
1,5c9a698...,230,0.3,0.65,0.4,0.2
1,5c9a698...,231,0.2,0.65,0.3,0.2
1,5c9a698...,232,0.2,0.65,0.15,0.2
1,5c9a698...,233,0.4,0.65,0.3,0.2
1,5c9a698...,234,0.4,0.65,0.25,0.2
1,5c9a698...,235,0.35,0.65,0.2,0.2
1,5c9a698...,236,0.35,0.65,0.45,0.2
1,5c9a698...,237,0.3,0.65,0.2,0.2
1,5c9a698...,238,0.3,0.65,0.15,0.2
1,5c9a698...,239,0.4,0.65,0.25,0.2
1,5c9a698...,240,0.15,0.65,0.25,0.2
1,5c9a698...,241,0.4,0.65,0.4,0.2
1,5c9a698...,242,0.3,0.65,0.3,0.2
1,5c9a698...,243,0.25,0.65,0.3,0.2
1,5c9a698...,244,0.2,0.65,0.15,0.2
1,5c9a698...,245,0.3,0.65,0.3,0.2
1,5c9a698...,246,0.3,0.65,0.3,0.2
1,5c9a698...,247,0.25,0.65,0.25,0.2
1,5c9a698...,248,0.25,0.65,0.35,0.2
1,5c9a698...,249,0.3,0.65,0.3,0.2
1,5c9a698...,250,0.3,0.65,0.3,0.2
1,5c9a698...,251,0.25,0.65,0.2,0.2
1,5c9a698...,252,0.25,0.65,0.2,0.2
1,5c9a698...,253,0.25,0.65,0.25,0.2
1,5c9a698...,254,0.45,0.65,0.45,0.2
1,5c9a698...,255,0.15,0.65,0.2,0.2
1,5c9a698...,256,0.35,0.65,0.35,0.2
1,5c9a698...,257,0.35,0.65,0.5,0.2
1,5c9a698...,258,0.25,0.65,0.25,0.2
1,5c9a698...,259,0.3,0.65,0.25,0.2
1,5c9a698...,260,0.15,0.65,0.25,0.2
1,5c9a698...,261,0.3,0.65,0.25,0.2
1,5c9a698...,262,0.5,0.65,0.45,0.2
1,5c9a698...,263,0.4,0.65,0.35,0.2
1,5c9a698...,264,0.4,0.65,0.25,0.2
1,5c9a698...,265,0.4,0.65,0.3,0.2
1,5c9a698...,266,0.35,0.65,0.35,0.2
1,5c9a698...,267,0.45,0.65,0.35,0.2
1,5c9a698...,268,0.35,0.65,0.4,0.2
1,5c9a698...,269,0.35,0.65,0.15,0.2
1,5c9a698...,270,0.35,0.65,0.3,0.2
1,5c9a698...,271,0.3,0.65,0.35,0.2
1,5c9a698...,272,0.3,0.65,0.4,0.2
1,5c9a698...,273,0.35,0.65,0.25,0.2
1,5c9a698...,274,0.3,0.65,0.25,0.2
1,5c9a698...,275,0.3,0.65,0.2,0.2
1,5c9a698...,276,0.25,0.65,0.25,0.2
1,5c9a698...,277,0.15,0.65,0.2,0.2
1,5c9a698...,278,0.35,0.65,0.35,0.2
1,5c9a698...,279,0.2,0.65,0.25,0.2
1,5c9a698...,280,0.3,0.65,0.3,0.2
1,5c9a698...,281,0.3,0.65,0.15,0.2
1,5c9a698...,282,0.3,0.65,0.3,0.2
1,5c9a698...,283,0.35,0.65,0.3,0.2
1,5c9a698...,284,0.25,0.65,0.25,0.2
1,5c9a698...,285,0.4,0.65,0.2,0.2
1,5c9a698...,286,0.45,0.65,0.4,0.2
1,5c9a698...,287,0.3,0.65,0.25,0.2
1,5c9a698...,288,0.2,0.65,0.15,0.2
1,5c9a698...,289,0.3,0.65,0.25,0.2
1,5c9a698...,290,0.35,0.65,0.25,0.2
1,5c9a698...,291,0.3,0.65,0.3,0.2
1,5c9a698...,292,0.35,0.65,0.3,0.2
1,5c9a698...,293,0.4,0.65,0.35,0.2
1,5c9a698...,294,0.4,0.65,0.4,0.2
1,5c9a698...,295,0.45,0.65,0.5,0.2
1,5c9a698...,296,0.1,0.65,0.1,0.2
1,5c9a698...,297,0.35,0.65,0.25,0.2
1,5c9a698...,298,0.15,0.65,0.1,0.2
1,5c9a698...,299,0.25,0.65,0.15,0.2
1,5c9a698...,300,0.4,0.65,0.15,0.2
1,5c9a698...,301,0.35,0.65,0.3,0.2
1,5c9a698...,302,0.25,0.65,0.15,0.2
1,5c9a698...,303,0.3,0.65,0.2,0.2
1,5c9a698...,304,0.25,0.65,0.1,0.2
1,5c9a698...,305,0.25,0.65,0.2,0.2
1,5c9a698...,306,0.45,0.65,0.35,0.2
1,5c9a698...,307,0.3,0.65,0.2,0.2
1,5c9a698...,308,0.25,0.65,0.3,0.2
1,5c9a698...,309,0.3,0.65,0.3,0.2
1,5c9a698...,310,0.55,0.65,0.45,0.2
1,5c9a698...,311,0.1,0.65,0.15,0.2
1,5c9a698...,312,0.25,0.65,0.25,0.2
1,5c9a698...,313,0.3,0.65,0.15,0.2
1,5c9a698...,314,0.25,0.65,0.3,0.2
1,5c9a698...,315,0.25,0.65,0.3,0.2
1,5c9a698...,316,0.35,0.65,0.45,0.2
1,5c9a698...,317,0.15,0.65,0.2,0.2
1,5c9a698...,318,0.25,0.65,0.2,0.2
1,5c9a698...,319,0.25,0.65,0.2,0.2
1,5c9a698...,320,0.35,0.65,0.25,0.2
1,5c9a698...,321,0.35,0.65,0.4,0.2
1,5c9a698...,322,0.25,0.65,0.35,0.2
1,5c9a698...,323,0.15,0.65,0.25,0.2
1,5c9a698...,324,0.3,0.65,0.3,0.2
1,5c9a698...,325,0.5,0.65,0.4,0.2
1,5c9a698...,326,0.2,0.65,0.25,0.2
1,5c9a698...,327,0.3,0.65,0.45,0.2
1,5c9a698...,328,0.3,0.65,0.4,0.2
1,5c9a698...,329,0.2,0.65,0.3,0.2
1,5c9a698...,330,0.4,0.65,0.35,0.2
1,5c9a698...,331,0.25,0.65,0.4,0.2
1,5c9a698...,332,0.45,0.65,0.35,0.2
1,5c9a698...,333,0.15,0.65,0.4,0.2
1,5c9a698...,334,0.4,0.65,0.2,0.2
1,5c9a698...,335,0.25,0.65,0.3,0.2
1,5c9a698...,336,0.3,0.65,0.3,0.2
1,5c9a698...,337,0.25,0.65,0.25,0.2
1,5c9a698...,338,0.1,0.65,0.3,0.2
1,5c9a698...,339,0.45,0.65,0.2,0.2
1,5c9a698...,340,0.35,0.65,0.2,0.2
1,5c9a698...,341,0.3,0.65,0.2,0.2
1,5c9a698...,342,0.2,0.65,0.35,0.2
1,5c9a698...,343,0.25,0.65,0.35,0.2
1,5c9a698...,344,0.4,0.65,0.25,0.2
1,5c9a698...,345,0.5,0.65,0.35,0.2
1,5c9a698...,346,0.4,0.65,0.5,0.2
1,5c9a698...,347,0.5,0.65,0.5,0.2
1,5c9a698...,348,0.1,0.65,0.25,0.2
1,5c9a698...,349,0.2,0.65,0.25,0.2
1,5c9a698...,350,0.25,0.65,0.3,0.2
1,5c9a698...,351,0.35,0.65,0.25,0.2
1,5c9a698...,352,0.4,0.65,0.3,0.2
1,5c9a698...,353,0.2,0.65,0.2,0.2
1,5c9a698...,354,0.25,0.65,0.35,0.2
1,5c9a698...,355,0.35,0.65,0.3,0.2
1,5c9a698...,356,0.25,0.65,0.25,0.2
1,5c9a698...,357,0.35,0.65,0.25,0.2
1,5c9a698...,358,0.4,0.65,0.45,0.2
1,5c9a698...,359,0.4,0.65,0.45,0.2
1,5c9a698...,360,0.3,0.65,0.25,0.2
1,5c9a698...,361,0.25,0.65,0.3,0.2
1,5c9a698...,362,0.35,0.65,0.3,0.2
1,5c9a698...,363,0.25,0.65,0.1,0.2
1,5c9a698...,364,0.35,0.65,0.2,0.2
1,5c9a698...,365,0.3,0.65,0.3,0.2
1,5c9a698...,366,0.1,0.65,0.15,0.2
1,5c9a698...,367,0.25,0.65,0.3,0.2
1,5c9a698...,368,0.15,0.65,0.25,0.2
1,5c9a698...,369,0.2,0.65,0.1,0.2
1,5c9a698...,370,0.35,0.65,0.25,0.2
1,5c9a698...,371,0.25,0.65,0.35,0.2
1,5c9a698...,372,0.15,0.65,0.2,0.2
1,5c9a698...,373,0.45,0.65,0.4,0.2
1,5c9a698...,374,0.3,0.65,0.45,0.2
1,5c9a698...,375,0.2,0.65,0.15,0.2
1,5c9a698...,376,0.4,0.65,0.35,0.2
1,5c9a698...,377,0.45,0.65,0.55,0.2
1,5c9a698...,378,0.4,0.65,0.45,0.2
1,5c9a698...,379,0.35,0.65,0.4,0.2
1,5c9a698...,380,0.35,0.65,0.25,0.2
1,5c9a698...,381,0.5,0.65,0.5,0.2
1,5c9a698...,382,0.45,0.65,0.45,0.2
1,5c9a698...,383,0.3,0.65,0.25,0.2
1,5c9a698...,384,0.25,0.65,0.15,0.2
1,5c9a698...,385,0.25,0.65,0.1,0.2
1,5c9a698...,386,0.25,0.65,0.2,0.2
1,5c9a698...,387,0.35,0.65,0.45,0.2
1,5c9a698...,388,0.35,0.65,0.35,0.2
1,5c9a698...,389,0.4,0.65,0.4,0.2
1,5c9a698...,390,0.45,0.65,0.3,0.2
1,5c9a698...,391,0.4,0.65,0.2,0.2
1,5c9a698...,392,0.4,0.65,0.25,0.2
1,5c9a698...,393,0.35,0.65,0.25,0.2
1,5c9a698...,394,0.25,0.65,0.25,0.2
1,5c9a698...,395,0.35,0.65,0.3,0.2
1,5c9a698...,396,0.25,0.65,0.45,0.2
1,5c9a698...,397,0.35,0.65,0.25,0.2
1,5c9a698...,398,0.4,0.65,0.25,0.2
1,5c9a698...,399,0.3,0.65,0.25,0.2
1,5c9a698...,400,0.25,0.65,0.3,0.2
1,5c9a698...,401,0.2,0.65,0.2,0.2
1,5c9a698...,402,0.25,0.65,0.4,0.2
1,5c9a698...,403,0.25,0.65,0.3,0.2
1,5c9a698...,404,0.25,0.65,0.2,0.2
1,5c9a698...,405,0.2,0.65,0.2,0.2
1,5c9a698...,406,0.3,0.65,0.25,0.2
1,5c9a698...,407,0.25,0.65,0.2,0.2
1,5c9a698...,408,0.3,0.65,0.25,0.2
1,5c9a698...,409,0.25,0.65,0.25,0.2
1,5c9a698...,410,0.15,0.65,0.1,0.2
1,5c9a698...,411,0.4,0.65,0.45,0.2
1,5c9a698...,412,0.45,0.65,0.4,0.2
1,5c9a698...,413,0.2,0.65,0.35,0.2
1,5c9a698...,414,0.4,0.65,0.4,0.2
1,5c9a698...,415,0.45,0.65,0.3,0.2
1,5c9a698...,416,0.45,0.65,0.2,0.2
1,5c9a698...,417,0.25,0.65,0.2,0.2
1,5c9a698...,418,0.2,0.65,0.2,0.2
1,5c9a698...,419,0.4,0.65,0.4,0.2
1,5c9a698...,420,0.2,0.65,0.35,0.2
1,5c9a698...,421,0.45,0.65,0.45,0.2
1,5c9a698...,422,0.2,0.65,0.2,0.2
1,5c9a698...,423,0.4,0.65,0.35,0.2
1,5c9a698...,424,0.5,0.65,0.4,0.2
1,5c9a698...,425,0.35,0.65,0.3,0.2
1,5c9a698...,426,0.1,0.65,0.2,0.2
1,5c9a698...,427,0.3,0.65,0.15,0.2
1,5c9a698...,428,0.3,0.65,0.15,0.2
1,5c9a698...,429,0.4,0.65,0.4,0.2
1,5c9a698...,430,0.35,0.65,0.3,0.2
1,5c9a698...,431,0.15,0.65,0.25,0.2
1,5c9a698...,432,0.35,0.65,0.35,0.2
1,5c9a698...,433,0.3,0.65,0.2,0.2
1,5c9a698...,434,0.3,0.65,0.3,0.2
1,5c9a698...,435,0.25,0.65,0.35,0.2
1,5c9a698...,436,0.15,0.65,0.2,0.2
1,5c9a698...,437,0.25,0.65,0.2,0.2
1,5c9a698...,438,0.25,0.65,0.35,0.2
1,5c9a698...,439,0.35,0.65,0.15,0.2
1,5c9a698...,440,0.3,0.65,0.25,0.2
1,5c9a698...,441,0.4,0.65,0.3,0.2
1,5c9a698...,442,0.15,0.65,0.25,0.2
1,5c9a698...,443,0.45,0.65,0.4,0.2
1,5c9a698...,444,0.3,0.65,0.35,0.2
1,5c9a698...,445,0.25,0.65,0.15,0.2
1,5c9a698...,446,0.45,0.65,0.3,0.2
1,5c9a698...,447,0.4,0.65,0.25,0.2
1,5c9a698...,448,0.2,0.65,0.15,0.2
1,5c9a698...,449,0.2,0.65,0.2,0.2
1,5c9a698...,450,0.25,0.65,0.15,0.2
1,5c9a698...,451,0.35,0.65,0.45,0.2
1,5c9a698...,452,0.35,0.65,0.1,0.2
1,5c9a698...,453,0.35,0.65,0.3,0.2
1,5c9a698...,454,0.25,0.65,0.1,0.2
1,5c9a698...,455,0.4,0.65,0.25,0.2
1,5c9a698...,456,0.35,0.65,0.3,0.2
1,5c9a698...,457,0.3,0.65,0.35,0.2
1,5c9a698...,458,0.35,0.65,0.25,0.2
1,5c9a698...,459,0.25,0.65,0.2,0.2
1,5c9a698...,460,0.4,0.65,0.3,0.2
1,5c9a698...,461,0.25,0.65,0.3,0.2
1,5c9a698...,462,0.2,0.65,0.25,0.2
1,5c9a698...,463,0.35,0.65,0.4,0.2
1,5c9a698...,464,0.2,0.65,0.25,0.2
1,5c9a698...,465,0.3,0.65,0.25,0.2
1,5c9a698...,466,0.3,0.65,0.3,0.2
1,5c9a698...,467,0.35,0.65,0.35,0.2
1,5c9a698...,468,0.4,0.65,0.3,0.2
1,5c9a698...,469,0.4,0.65,0.35,0.2
1,5c9a698...,470,0.35,0.65,0.4,0.2
1,5c9a698...,471,0.25,0.65,0.25,0.2
1,5c9a698...,472,0.3,0.65,0.2,0.2
1,5c9a698...,473,0.35,0.65,0.3,0.2
1,5c9a698...,474,0.3,0.65,0.35,0.2
1,5c9a698...,475,0.4,0.65,0.35,0.2
1,5c9a698...,476,0.2,0.65,0.15,0.2
1,5c9a698...,477,0.3,0.65,0.2,0.2
1,5c9a698...,478,0.3,0.65,0.4,0.2
1,5c9a698...,479,0.35,0.65,0.3,0.2
1,5c9a698...,480,0.35,0.65,0.2,0.2
1,5c9a698...,481,0.35,0.65,0.3,0.2
1,5c9a698...,482,0.3,0.65,0.5,0.2
1,5c9a698...,483,0.25,0.65,0.3,0.2
1,5c9a698...,484,0.3,0.65,0.3,0.2
1,5c9a698...,485,0.45,0.65,0.4,0.2
1,5c9a698...,486,0.4,0.65,0.25,0.2
1,5c9a698...,487,0.3,0.65,0.3,0.2
1,5c9a698...,488,0.2,0.65,0.1,0.2
1,5c9a698...,489,0.25,0.65,0.3,0.2
1,5c9a698...,490,0.15,0.65,0.25,0.2
1,5c9a698...,491,0.45,0.65,0.35,0.2
1,5c9a698...,492,0.45,0.65,0.5,0.2
1,5c9a698...,493,0.3,0.65,0.35,0.2
1,5c9a698...,494,0.5,0.65,0.6,0.2
1,5c9a698...,495,0.25,0.65,0.25,0.2
1,5c9a698...,496,0.4,0.65,0.45,0.2
1,5c9a698...,497,0.25,0.65,0.35,0.2
1,5c9a698...,498,0.5,0.65,0.45,0.2
1,5c9a698...,499,0.25,0.65,0.3,0.2
1,5c9a698...,500,0.15,0.65,0.35,0.2
1,5c9a698...,501,0.3,0.65,0.35,0.2
1,5c9a698...,502,0.45,0.65,0.4,0.2
1,5c9a698...,503,0.25,0.65,0.25,0.2
1,5c9a698...,504,0.45,0.65,0.4,0.2
1,5c9a698...,505,0.15,0.65,0.2,0.2
1,5c9a698...,506,0.35,0.65,0.2,0.2
1,5c9a698...,507,0.35,0.65,0.35,0.2
1,5c9a698...,508,0.25,0.65,0.2,0.2
1,5c9a698...,509,0.25,0.65,0.05,0.2
1,5c9a698...,510,0.3,0.65,0.35,0.2
1,5c9a698...,511,0.3,0.65,0.2,0.2
1,5c9a698...,512,0.5,0.65,0.4,0.2
1,5c9a698...,513,0.35,0.65,0.3,0.2
